Company Name,Exchange,Ticker,Industry,Country,Broad Group,Sub Group,Sector,Sector_code
"Rockwell Medical, Inc. ",NasdaqGM,RMTI,Healthcare Products,United States,United States,United States,Health Care,35
Safeplus International Holdings Limited ,OTCPK,ACAI,Healthcare Products,United States,United States,United States,Health Care,35
Sanara MedTech Inc. ,NasdaqCM,SMTI,Healthcare Products,United States,United States,United States,Health Care,35
"SANUWAVE Health, Inc. ",OTCPK,SNWV,Healthcare Products,United States,United States,United States,Health Care,35
"Scientific Industries, Inc. ",OTCPK,SCND,Healthcare Products,United States,United States,United States,Health Care,35
SeaSpine Holdings Corporation ,NasdaqGS,SPNE,Healthcare Products,United States,United States,United States,Health Care,35
"Second Sight Medical Products, Inc. ",NasdaqCM,EYES,Healthcare Products,United States,United States,United States,Health Care,35
"Semler Scientific, Inc. ",OTCPK,SMLR,Healthcare Products,United States,United States,United States,Health Care,35
"Senseonics Holdings, Inc. ",AMEX,SENS,Healthcare Products,United States,United States,United States,Health Care,35
"Sensus Healthcare, Inc. ",NasdaqCM,SRTS,Healthcare Products,United States,United States,United States,Health Care,35
"SheerVision, Inc. ",OTCPK,SVSO,Healthcare Products,United States,United States,United States,Health Care,35
"ShockWave Medical, Inc. ",NasdaqGS,SWAV,Healthcare Products,United States,United States,United States,Health Care,35
"SI-BONE, Inc. ",NasdaqGM,SIBN,Healthcare Products,United States,United States,United States,Health Care,35
"Sientra, Inc. ",NasdaqGS,SIEN,Healthcare Products,United States,United States,United States,Health Care,35
"Silk Road Medical, Inc ",NasdaqGS,SILK,Healthcare Products,United States,United States,United States,Health Care,35
"Sintx Technologies, Inc. ",NasdaqCM,SINT,Healthcare Products,United States,United States,United States,Health Care,35
"SmileDirectClub, Inc. ",NasdaqGS,SDC,Healthcare Products,United States,United States,United States,Health Care,35
"Soliton, Inc. ",NasdaqCM,SOLY,Healthcare Products,United States,United States,United States,Health Care,35
"Southwestern Medical Solutions, Inc. ",OTCPK,SWNM,Healthcare Products,United States,United States,United States,Health Care,35
"SpectraScience, Inc. ",OTCPK,SCIE,Healthcare Products,United States,United States,United States,Health Care,35
Speedus Corp. ,OTCPK,SPDE,Healthcare Products,United States,United States,United States,Health Care,35
STAAR Surgical Company ,NasdaqGM,STAA,Healthcare Products,United States,United States,United States,Health Care,35
"StatSure Diagnostic Systems, Inc. ",OTCPK,SSUR,Healthcare Products,United States,United States,United States,Health Care,35
"Stereotaxis, Inc. ",AMEX,STXS,Healthcare Products,United States,United States,United States,Health Care,35
STERIS Corporation ,BOVESPA,S1TE34,Healthcare Products,United States,United States,United States,Health Care,35
"STRATA Skin Sciences, Inc. ",NasdaqCM,SSKN,Healthcare Products,United States,United States,United States,Health Care,35
Stryker Corporation ,NYSE,SYK,Healthcare Products,United States,United States,United States,Health Care,35
"Sunridge International, Inc. ",OTCPK,SNDZ,Healthcare Products,United States,United States,United States,Health Care,35
"Surgalign Holdings, Inc. ",NasdaqGS,SRGA,Healthcare Products,United States,United States,United States,Health Care,35
"Surmodics, Inc. ",NasdaqGS,SRDX,Healthcare Products,United States,United States,United States,Health Care,35
"Tactile Systems Technology, Inc. ",NasdaqGM,TCMD,Healthcare Products,United States,United States,United States,Health Care,35
"Tandem Diabetes Care, Inc. ",NasdaqGM,TNDM,Healthcare Products,United States,United States,United States,Health Care,35
"TELA Bio, Inc. ",NasdaqGM,TELA,Healthcare Products,United States,United States,United States,Health Care,35
Teleflex Incorporated ,NYSE,TFX,Healthcare Products,United States,United States,United States,Health Care,35
"THC Therapeutics, Inc. ",OTCPK,THCT,Healthcare Products,United States,United States,United States,Health Care,35
"The Cooper Companies, Inc. ",NYSE,COO,Healthcare Products,United States,United States,United States,Health Care,35
"ThermoGenesis Holdings, Inc. ",NasdaqCM,THMO,Healthcare Products,United States,United States,United States,Health Care,35
"TransEnterix, Inc. ",AMEX,TRXC,Healthcare Products,United States,United States,United States,Health Care,35
"TransMedics Group, Inc. ",NasdaqGM,TMDX,Healthcare Products,United States,United States,United States,Health Care,35
United American Healthcare Corporation ,OTCPK,UAHC,Healthcare Products,United States,United States,United States,Health Care,35
"United Health Products, Inc. ",OTCPK,UEEC,Healthcare Products,United States,United States,United States,Health Care,35
"Univec, Inc. ",OTCPK,UNVC,Healthcare Products,United States,United States,United States,Health Care,35
"Urologix, Inc. ",OTCPK,ULGX,Healthcare Products,United States,United States,United States,Health Care,35
USA Equities Corp. ,OTCPK,USAQ,Healthcare Products,United States,United States,United States,Health Care,35
"Utah Medical Products, Inc. ",NasdaqGS,UTMD,Healthcare Products,United States,United States,United States,Health Care,35
"Vapotherm, Inc. ",NYSE,VAPO,Healthcare Products,United States,United States,United States,Health Care,35
Varex Imaging Corporation ,NasdaqGS,VREX,Healthcare Products,United States,United States,United States,Health Care,35
"Varian Medical Systems, Inc. ",NYSE,VAR,Healthcare Products,United States,United States,United States,Health Care,35
"Vasamed, Inc. ",OTCPK,VSMD,Healthcare Products,United States,United States,United States,Health Care,35
Vaso Corporation ,OTCPK,VASO,Healthcare Products,United States,United States,United States,Health Care,35
Verity Corp. ,OTCPK,VRTY,Healthcare Products,United States,United States,United States,Health Care,35
"ViewRay, Inc. ",NasdaqGM,VRAY,Healthcare Products,United States,United States,United States,Health Care,35
"Visioneering Technologies, Inc. ",ASX,VTI,Healthcare Products,United States,United States,United States,Health Care,35
"Viveve Medical, Inc. ",NasdaqCM,VIVE,Healthcare Products,United States,United States,United States,Health Care,35
Vivos Inc. ,OTCPK,RDGL,Healthcare Products,United States,United States,United States,Health Care,35
"Vivos Therapeutics, Inc. ",NasdaqCM,VVOS,Healthcare Products,United States,United States,United States,Health Care,35
VolitionRx Limited ,AMEX,VNRX,Healthcare Products,United States,United States,United States,Health Care,35
"Vycor Medical, Inc. ",OTCPK,VYCO,Healthcare Products,United States,United States,United States,Health Care,35
"WayPoint Biomedical Holdings, Inc. ",OTCPK,WYPH,Healthcare Products,United States,United States,United States,Health Care,35
"Wearable Health Solutions, Inc. ",OTCPK,WHSI,Healthcare Products,United States,United States,United States,Health Care,35
"Wellstar International, Inc. ",OTCPK,WLSI,Healthcare Products,United States,United States,United States,Health Care,35
"West Pharmaceutical Services, Inc. ",NYSE,WST,Healthcare Products,United States,United States,United States,Health Care,35
"Wholehealth Products, Inc. ",OTCPK,GWPC,Healthcare Products,United States,United States,United States,Health Care,35
"Xcorporeal, Inc. ",OTCPK,XCRP,Healthcare Products,United States,United States,United States,Health Care,35
"XL Rent, Inc. ",OTCPK,EMDF,Healthcare Products,United States,United States,United States,Health Care,35
"Xtant Medical Holdings, Inc. ",AMEX,XTNT,Healthcare Products,United States,United States,United States,Health Care,35
"Zimmer Biomet Holdings, Inc. ",NYSE,ZBH,Healthcare Products,United States,United States,United States,Health Care,35
Zosano Pharma Corporation ,NasdaqCM,ZSAN,Healthcare Products,United States,United States,United States,Health Care,35
"Zynex, Inc. ",NasdaqCM,ZYXI,Healthcare Products,United States,United States,United States,Health Care,35
"1Life Healthcare, Inc. ",NasdaqGS,ONEM,Healthcare Support Services,United States,United States,United States,Health Care,35
"Acro Biomedical Co., Ltd. ",OTCPK,ACBM,Healthcare Support Services,United States,United States,United States,Health Care,35
AdaptHealth Corp. ,NasdaqCM,AHCO,Healthcare Support Services,United States,United States,United States,Health Care,35
Addus HomeCare Corporation ,NasdaqGS,ADUS,Healthcare Support Services,United States,United States,United States,Health Care,35
"Advanzeon Solutions, Inc. ",OTCPK,CHCR,Healthcare Support Services,United States,United States,United States,Health Care,35
Aeon Global Health Corp. ,OTCPK,AGHC,Healthcare Support Services,United States,United States,United States,Health Care,35
"Agiliti, Inc. ",OTCPK,AGLY,Healthcare Support Services,United States,United States,United States,Health Care,35
"Amedisys, Inc. ",NasdaqGS,AMED,Healthcare Support Services,United States,United States,United States,Health Care,35
"American Caresource Holdings, Inc. ",OTCPK,GNOW,Healthcare Support Services,United States,United States,United States,Health Care,35
American Mobile Dental Corp. ,OTCPK,AMBD,Healthcare Support Services,United States,United States,United States,Health Care,35
"American Renal Associates Holdings, Inc. ",NYSE,ARA,Healthcare Support Services,United States,United States,United States,Health Care,35
American Shared Hospital Services ,AMEX,AMS,Healthcare Support Services,United States,United States,United States,Health Care,35
AmerisourceBergen Corporation ,NYSE,ABC,Healthcare Support Services,United States,United States,United States,Health Care,35
Amexdrug Corporation ,OTCPK,AXRX,Healthcare Support Services,United States,United States,United States,Health Care,35
"AMN Healthcare Services, Inc. ",NYSE,AMN,Healthcare Support Services,United States,United States,United States,Health Care,35
"Anthem, Inc. ",NYSE,ANTM,Healthcare Support Services,United States,United States,United States,Health Care,35
"Apollo Medical Holdings, Inc. ",NasdaqCM,AMEH,Healthcare Support Services,United States,United States,United States,Health Care,35
"Assisted 4 Living, Inc. ",OTCPK,ASSF,Healthcare Support Services,United States,United States,United States,Health Care,35
Assure Holdings Corp. ,TSXV,IOM,Healthcare Support Services,United States,United States,United States,Health Care,35
Avalon GloboCare Corp. ,NasdaqCM,AVCO,Healthcare Support Services,United States,United States,United States,Health Care,35
Banyan Corp. ,OTCPK,BNYN,Healthcare Support Services,United States,United States,United States,Health Care,35
"Biodesix, Inc. ",NasdaqGM,BDSX,Healthcare Support Services,United States,United States,United States,Health Care,35
"BioTelemetry, Inc. ",NasdaqGS,BEAT,Healthcare Support Services,United States,United States,United States,Health Care,35
"Bud Genius, Inc. ",OTCPK,RIGH,Healthcare Support Services,United States,United States,United States,Health Care,35
"Cannabis Sativa, Inc. ",OTCPK,CBDS,Healthcare Support Services,United States,United States,United States,Health Care,35
"CannLabs, Inc. ",OTCPK,CANL,Healthcare Support Services,United States,United States,United States,Health Care,35
"Cardinal Health, Inc. ",NYSE,CAH,Healthcare Support Services,United States,United States,United States,Health Care,35
"Castle Biosciences, Inc. ",NasdaqGM,CSTL,Healthcare Support Services,United States,United States,United States,Health Care,35
Centene Corporation ,NYSE,CNC,Healthcare Support Services,United States,United States,United States,Health Care,35
Chemed Corporation ,NYSE,CHE,Healthcare Support Services,United States,United States,United States,Health Care,35
China Infrastructure Construction Corp. ,OTCPK,CHNC,Healthcare Support Services,United States,United States,United States,Health Care,35
Cigna Corporation ,NYSE,CI,Healthcare Support Services,United States,United States,United States,Health Care,35
CorVel Corporation ,NasdaqGS,CRVL,Healthcare Support Services,United States,United States,United States,Health Care,35
Cosmos Holdings Inc. ,OTCPK,COSM,Healthcare Support Services,United States,United States,United States,Health Care,35
"Covetrus, Inc. ",NasdaqGS,CVET,Healthcare Support Services,United States,United States,United States,Health Care,35
"Cross Country Healthcare, Inc. ",NasdaqGS,CCRN,Healthcare Support Services,United States,United States,United States,Health Care,35
"Cryo-Cell International, Inc. ",OTCPK,CCEL,Healthcare Support Services,United States,United States,United States,Health Care,35
CVS Health Corporation ,NYSE,CVS,Healthcare Support Services,United States,United States,United States,Health Care,35
"CynergisTek, Inc. ",AMEX,CTEK,Healthcare Support Services,United States,United States,United States,Health Care,35
DaVita Inc. ,NYSE,DVA,Healthcare Support Services,United States,United States,United States,Health Care,35
"DigiPath, Inc. ",OTCPK,DIGP,Healthcare Support Services,United States,United States,United States,Health Care,35
Dong Fang Hui Le Inc. ,OTCPK,DFHL,Healthcare Support Services,United States,United States,United States,Health Care,35
"Driven Deliveries, Inc. ",OTCPK,DRVD,Healthcare Support Services,United States,United States,United States,Health Care,35
"Drug Free Solution, Inc. ",OTCPK,DSOL,Healthcare Support Services,United States,United States,United States,Health Care,35
"Enzo Biochem, Inc. ",NYSE,ENZ,Healthcare Support Services,United States,United States,United States,Health Care,35
Exagen Inc. ,NasdaqGM,XGN,Healthcare Support Services,United States,United States,United States,Health Care,35
"First Choice Healthcare Solutions, Inc. ",OTCPK,FCHS,Healthcare Support Services,United States,United States,United States,Health Care,35
"Fulgent Genetics, Inc. ",NasdaqGM,FLGT,Healthcare Support Services,United States,United States,United States,Health Care,35
"Fuse Medical, Inc. ",OTCPK,FZMD,Healthcare Support Services,United States,United States,United States,Health Care,35
"GPO Plus, Inc. ",OTCPK,GPOX,Healthcare Support Services,United States,United States,United States,Health Care,35
"Great Elm Group, Inc. ",NasdaqGS,GEG,Healthcare Support Services,United States,United States,United States,Health Care,35
"Guardant Health, Inc. ",NasdaqGS,GH,Healthcare Support Services,United States,United States,United States,Health Care,35
Health Discovery Corporation ,OTCPK,HDVY,Healthcare Support Services,United States,United States,United States,Health Care,35
Healthcare Corporation of America ,OTCPK,HCCA,Healthcare Support Services,United States,United States,United States,Health Care,35
"HealthEquity, Inc. ",NasdaqGS,HQY,Healthcare Support Services,United States,United States,United States,Health Care,35
"Henry Schein, Inc. ",NasdaqGS,HSIC,Healthcare Support Services,United States,United States,United States,Health Care,35
Humana Inc. ,NYSE,HUM,Healthcare Support Services,United States,United States,United States,Health Care,35
Humanatare Distribution Corp ,OTCPK,TTCS,Healthcare Support Services,United States,United States,United States,Health Care,35
InfuSystem Holdings Inc. ,AMEX,INFU,Healthcare Support Services,United States,United States,United States,Health Care,35
"InterCare DX, Inc. ",OTCPK,ICCO,Healthcare Support Services,United States,United States,United States,Health Care,35
"Interpace Biosciences, Inc. ",NasdaqCM,IDXG,Healthcare Support Services,United States,United States,United States,Health Care,35
Laboratory Corporation of America Holdings ,NYSE,LH,Healthcare Support Services,United States,United States,United States,Health Care,35
"LHC Group, Inc. ",NasdaqGS,LHCG,Healthcare Support Services,United States,United States,United States,Health Care,35
"LifePoint, Inc. ",OTCPK,LFPI,Healthcare Support Services,United States,United States,United States,Health Care,35
"Magellan Health, Inc. ",NasdaqGS,MGLN,Healthcare Support Services,United States,United States,United States,Health Care,35
McKesson Corporation ,NYSE,MCK,Healthcare Support Services,United States,United States,United States,Health Care,35
"Medical Connections Holdings, Inc. ",OTCPK,MCTH,Healthcare Support Services,United States,United States,United States,Health Care,35
Medical Imaging Corp. ,OTCPK,MEDD,Healthcare Support Services,United States,United States,United States,Health Care,35
"Medical Marijuana, Inc. ",OTCPK,MJNA,Healthcare Support Services,United States,United States,United States,Health Care,35
"Medical Staffing Solutions, Inc. ",OTCPK,MSSI,Healthcare Support Services,United States,United States,United States,Health Care,35
"MEDNAX, Inc. ",NYSE,MD,Healthcare Support Services,United States,United States,United States,Health Care,35
MedSmart Group Inc. ,OTCPK,MSGP,Healthcare Support Services,United States,United States,United States,Health Care,35
"Meridian Holdings, Inc. ",OTCPK,MRDH,Healthcare Support Services,United States,United States,United States,Health Care,35
"Molina Healthcare, Inc. ",NYSE,MOH,Healthcare Support Services,United States,United States,United States,Health Care,35
National Healthcare Logistics Inc. ,OTCPK,NHLG,Healthcare Support Services,United States,United States,United States,Health Care,35
National Research Corporation ,NasdaqGS,NRC,Healthcare Support Services,United States,United States,United States,Health Care,35
"New York Health Care, Inc. ",OTCPK,BBAL,Healthcare Support Services,United States,United States,United States,Health Care,35
Nobilis Health Corp. ,OTCPK,NRTS.F,Healthcare Support Services,United States,United States,United States,Health Care,35
"North America Frac Sand, Inc. ",OTCPK,NAFS,Healthcare Support Services,United States,United States,United States,Health Care,35
"Novation Companies, Inc. ",OTCPK,NOVC,Healthcare Support Services,United States,United States,United States,Health Care,35
"Novo Integrated Sciences, Inc. ",OTCPK,NVOS,Healthcare Support Services,United States,United States,United States,Health Care,35
"Oak Street Health, Inc. ",NYSE,OSH,Healthcare Support Services,United States,United States,United States,Health Care,35
"Oncologix Tech, Inc. ",OTCPK,OCLG,Healthcare Support Services,United States,United States,United States,Health Care,35
"Ontrak, Inc. ",NasdaqGM,OTRK,Healthcare Support Services,United States,United States,United States,Health Care,35
"Option Care Health, Inc. ",NasdaqGS,OPCH,Healthcare Support Services,United States,United States,United States,Health Care,35
"Owens & Minor, Inc. ",NYSE,OMI,Healthcare Support Services,United States,United States,United States,Health Care,35
"Pacific Health Care Organization, Inc. ",OTCPK,PFHO,Healthcare Support Services,United States,United States,United States,Health Care,35
"Patterson Companies, Inc. ",NasdaqGS,PDCO,Healthcare Support Services,United States,United States,United States,Health Care,35
"PD-Rx Pharmaceuticals, Inc. ",OTCPK,PDRX,Healthcare Support Services,United States,United States,United States,Health Care,35
"PetIQ, Inc. ",NasdaqGS,PETQ,Healthcare Support Services,United States,United States,United States,Health Care,35
"Pharmagen, Inc. ",OTCPK,PHRX,Healthcare Support Services,United States,United States,United States,Health Care,35
"PPJ Healthcare Enterprises, Inc. ",OTCPK,PPJE,Healthcare Support Services,United States,United States,United States,Health Care,35
"PreCheck Health Services, Inc. ",OTCPK,HLTY,Healthcare Support Services,United States,United States,United States,Health Care,35
"Precipio, Inc. ",NasdaqCM,PRPO,Healthcare Support Services,United States,United States,United States,Health Care,35
"Premier, Inc. ",NasdaqGS,PINC,Healthcare Support Services,United States,United States,United States,Health Care,35
"Progenity, Inc. ",NasdaqGM,PROG,Healthcare Support Services,United States,United States,United States,Health Care,35
"Progyny, Inc. ",NasdaqGS,PGNY,Healthcare Support Services,United States,United States,United States,Health Care,35
Protech Home Medical Corp. ,TSXV,PTQ,Healthcare Support Services,United States,United States,United States,Health Care,35
Proto Script Pharmaceutical Corp. ,OTCPK,PSCR,Healthcare Support Services,United States,United States,United States,Health Care,35
Psychemedics Corporation ,NasdaqCM,PMD,Healthcare Support Services,United States,United States,United States,Health Care,35
"Quantum Medical Transport, Inc. ",OTCPK,DRWN,Healthcare Support Services,United States,United States,United States,Health Care,35
Quest Diagnostics Incorporated ,NYSE,DGX,Healthcare Support Services,United States,United States,United States,Health Care,35
R1 RCM Inc. ,NasdaqGS,RCM,Healthcare Support Services,United States,United States,United States,Health Care,35
"RadNet, Inc. ",NasdaqGM,RDNT,Healthcare Support Services,United States,United States,United States,Health Care,35
RedHawk Holdings Corp. ,OTCPK,SNDD,Healthcare Support Services,United States,United States,United States,Health Care,35
Sharps Compliance Corp. ,NasdaqCM,SMED,Healthcare Support Services,United States,United States,United States,Health Care,35
"SK3 Group, Inc. ",OTCPK,SKTO,Healthcare Support Services,United States,United States,United States,Health Care,35
"SOC Telemed, Inc. ",NasdaqCM,TLMD,Healthcare Support Services,United States,United States,United States,Health Care,35
"Somatic Systems, Inc. ",OTCPK,SMAS,Healthcare Support Services,United States,United States,United States,Health Care,35
"Southern Home Medical, Inc. ",OTCPK,SHOM,Healthcare Support Services,United States,United States,United States,Health Care,35
"Spine Injury Solutions, Inc. ",OTCPK,SPIN,Healthcare Support Services,United States,United States,United States,Health Care,35
"Star Equity Holdings, Inc. ",NasdaqGM,STRR,Healthcare Support Services,United States,United States,United States,Health Care,35
"Stem Cell Authority, Ltd. ",OTCPK,SCAL,Healthcare Support Services,United States,United States,United States,Health Care,35
"SurgLine International, Inc. ",OTCPK,SGLN,Healthcare Support Services,United States,United States,United States,Health Care,35
Sustainable Projects Group Inc. ,OTCPK,SPGX,Healthcare Support Services,United States,United States,United States,Health Care,35
"The Amacore Group, Inc. ",OTCPK,ACGI,Healthcare Support Services,United States,United States,United States,Health Care,35
The Providence Service Corporation ,NasdaqGS,PRSC,Healthcare Support Services,United States,United States,United States,Health Care,35
"Tivity Health, Inc. ",NasdaqGS,TVTY,Healthcare Support Services,United States,United States,United States,Health Care,35
"Trend Exploration, Inc. ",OTCPK,TRDX,Healthcare Support Services,United States,United States,United States,Health Care,35
Triple-S Management Corporation ,NYSE,GTS,Healthcare Support Services,United States,United States,United States,Health Care,35
"UMC, Inc. ",OTCPK,UMCN,Healthcare Support Services,United States,United States,United States,Health Care,35
"Union Dental Holdings, Inc. ",OTCPK,UDHI,Healthcare Support Services,United States,United States,United States,Health Care,35
UnitedHealth Group Incorporated ,NYSE,UNH,Healthcare Support Services,United States,United States,United States,Health Care,35
"US-China Biomedical Technology, Inc. ",OTCPK,UCBB,Healthcare Support Services,United States,United States,United States,Health Care,35
"Viemed Healthcare, Inc. ",TSX,VMD,Healthcare Support Services,United States,United States,United States,Health Care,35
"Wellness Center USA, Inc. ",OTCPK,WCUI,Healthcare Support Services,United States,United States,United States,Health Care,35
"Winners, Inc. ",OTCPK,GOOO.D,Healthcare Support Services,United States,United States,United States,Health Care,35
Worldwide Strategies Incorporated ,OTCPK,WWSG,Healthcare Support Services,United States,United States,United States,Health Care,35
Zicix Corporation ,OTCPK,ZICX,Healthcare Support Services,United States,United States,United States,Health Care,35
"10x Genomics, Inc. ",NasdaqGS,TXG,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Accelera Innovations, Inc ",OTCPK,ACNV,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Accolade, Inc. ",NasdaqGS,ACCD,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Adaptive Biotechnologies Corporation ,NasdaqGS,ADPT,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Agilent Technologies, Inc. ",NYSE,A,Heathcare Information and Technology,United States,United States,United States,Health Care,35
All Things Mobile Analytic Inc. ,OTCPK,ATMH,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Allscripts Healthcare Solutions, Inc. ",NasdaqGS,MDRX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Alternative Energy Partners, Inc. ",OTCPK,AEGY,Heathcare Information and Technology,United States,United States,United States,Health Care,35
American Well Corporation ,NYSE,AMWL,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Arrayit Corporation ,OTCPK,ARYC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Avantor, Inc. ",NYSE,AVTR,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Berkeley Lights, Inc. ",NasdaqGS,BLI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"BG Medicine, Inc. ",OTCPK,BGMD,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Bio-Rad Laboratories, Inc. ",NYSE,BIO,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Bio-Techne Corporation ,NasdaqGS,TECH,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Bioanalytical Systems, Inc. ",NasdaqCM,BASI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Biomimix, Inc. ",OTCPK,BMMX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Bionano Genomics, Inc. ",NasdaqCM,BNGO,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Bioqual, Inc. ",OTCPK,BIOQ,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Biotricity, Inc. ",OTCPK,BTCY,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Born Inc. ,OTCPK,QUTR.D,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Bruker Corporation ,NasdaqGS,BRKR,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Caduceus Software Systems Corp. ,OTCPK,CSOC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Capital Group Holdings, Inc. ",OTCPK,CGHC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"CareView Communications, Inc. ",OTCPK,CRVW,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Castlight Health, Inc. ",NYSE,CSLT,Heathcare Information and Technology,United States,United States,United States,Health Care,35
CAVU Resources Inc. ,OTCPK,CAVR,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Cerner Corporation ,NasdaqGS,CERN,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Certara, Inc. ",NasdaqGS,CERT,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Certive Solutions Inc. ,CNSX,CBP,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Champions Oncology, Inc. ",NasdaqCM,CSBR,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Change Healthcare Inc. ,NasdaqGS,CHNG,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Charles River Laboratories International, Inc. ",NYSE,CRL,Heathcare Information and Technology,United States,United States,United States,Health Care,35
ChromaDex Corporation ,NasdaqCM,CDXC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Clinigence Holdings, Inc. ",OTCPK,CLNH,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Codexis, Inc. ",NasdaqGS,CDXS,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"CompuMed, Inc. ",OTCPK,CMPD,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Computer Programs and Systems, Inc. ",NasdaqGS,CPSI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Connectyx Technologies Holdings Group, Inc. ",OTCPK,CTYX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Cytta Corp. ,OTCPK,CYCA,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"DATATRAK International, Inc. ",OTCPK,DTRK,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Decision Diagnostics Corp. ,OTCPK,DECN,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Deltagen Inc. ,OTCPK,DGEN,Heathcare Information and Technology,United States,United States,United States,Health Care,35
DLT Resolution Inc. ,OTCPK,DLTI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Eco Science Solutions, Inc. ",OTCPK,ESSI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"EHAVE, Inc. ",OTCPK,EHVV.F,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"EncounterCare Solutions, Inc. ",OTCPK,ECSL,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"EVIO, Inc. ",OTCPK,EVIO,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Evolent Health, Inc. ",NYSE,EVH,Heathcare Information and Technology,United States,United States,United States,Health Care,35
eWellness Healthcare Corporation ,OTCPK,EWLL,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Fluidigm Corporation ,NasdaqGS,FLDM,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Frélii, Inc. ",OTCPK,FRLI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Frontage Holdings Corporation ,SEHK,1521,Heathcare Information and Technology,United States,United States,United States,Health Care,35
FutureWorld Corp. ,OTCPK,FWDG,Heathcare Information and Technology,United States,United States,United States,Health Care,35
G Medical Innovations Holdings Ltd ,OTCPK,GMMV.F,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"GoodRx Holdings, Inc. ",NasdaqGS,GDRX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Harvard Bioscience, Inc. ",NasdaqGM,HBIO,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Health Catalyst, Inc. ",NasdaqGS,HCAT,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Healthcare Integrated Technologies, Inc. ",OTCPK,HITC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
HealthLynked Corp. ,OTCPK,HLYK,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"HealthStream, Inc. ",NasdaqGS,HSTM,Heathcare Information and Technology,United States,United States,United States,Health Care,35
HMS Holdings Corp. ,NasdaqGS,HMSY,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"HTG Molecular Diagnostics, Inc. ",NasdaqCM,HTGM,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"iCAD, Inc. ",NasdaqCM,ICAD,Heathcare Information and Technology,United States,United States,United States,Health Care,35
iCoreConnect Inc. ,OTCPK,ICCT,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Illumina, Inc. ",NasdaqGS,ILMN,Heathcare Information and Technology,United States,United States,United States,Health Care,35
ImmunoPrecise Antibodies Ltd. ,TSXV,IPA,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Innovative Holdings Alliance, Inc. ",OTCPK,IHAI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Inovalon Holdings, Inc. ",NasdaqGS,INOV,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Inspire Medical Systems, Inc. ",NYSE,INSP,Heathcare Information and Technology,United States,United States,United States,Health Care,35
