Company Name,Exchange,Ticker,Industry,Country,Broad Group,Sub Group,Sector,Sector_code
"Integrative Health Technologies, Inc. ",OTCPK,IHTI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
IntelliCentrics Global Holdings Ltd. ,SEHK,6819,Heathcare Information and Technology,United States,United States,United States,Health Care,35
International Isotopes Inc. ,OTCPK,INIS,Heathcare Information and Technology,United States,United States,United States,Health Care,35
IQVIA Holdings Inc. ,NYSE,IQV,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Laxai Pharma, Ltd. ",OTCPK,LAXA.F,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Legacy Technology Holdings, Inc. ",OTCPK,LTHO,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Luminex Corporation ,NasdaqGS,LMNX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Mach7 Technologies Limited ,ASX,M7T,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Maravai LifeSciences Holdings, Inc. ",NasdaqGS,MRVI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"MassRoots, Inc. ",OTCPK,MSRT,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"MDwerks, Inc. ",OTCPK,MDWK,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"MediXall Group, Inc. ",OTCPK,MDXL,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Medpace Holdings, Inc. ",NasdaqGS,MEDP,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"MetaStat, Inc. ",OTCPK,MTST,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Mettler-Toledo International Inc. ,NYSE,MTD,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Mitesco Inc. ,OTCPK,MITI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"MobileSmith, Inc. ",OTCPK,MOST,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"MTBC, Inc. ",NasdaqGM,MTBC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
MultiPlan Corporation ,NYSE,MPLN,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Nano Mobile Healthcare, Inc. ",OTCPK,VNTH,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"NanoString Technologies, Inc. ",NasdaqGM,NSTG,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"NantHealth, Inc. ",NasdaqGS,NH,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"NeoGenomics, Inc. ",NasdaqCM,NEO,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Net Medical Xpress Solutions, Inc. ",OTCPK,NMXS,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"NetImpact Holdings, Inc. ",OTCPK,NTHD,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"NewCardio, Inc. ",OTCPK,NWCI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"NextGen Healthcare, Inc. ",NasdaqGS,NXGN,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"NuOncology Labs, Inc. ",OTCPK,NLAB,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Omnicell, Inc. ",NasdaqGS,OMCL,Heathcare Information and Technology,United States,United States,United States,Health Care,35
OneLife Technologies Corp. ,OTCPK,OLMM,Heathcare Information and Technology,United States,United States,United States,Health Care,35
OptimizeRx Corporation ,NasdaqCM,OPRX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"ORHub, Inc. ",OTCPK,ORHB,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Pacific Biosciences of California, Inc. ",NasdaqGS,PACB,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"PaperFree Medical Solutions, Inc. ",OTCPK,PFMS,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Parallax Health Sciences, Inc. ",OTCPK,PRLX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Patient Access Solutions, Inc. ",OTCPK,PASO,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Patient Portal Technologies, Inc. ",OTCPK,PPRG,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"PerkinElmer, Inc. ",NYSE,PKI,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Personalis, Inc. ",NasdaqGM,PSNL,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Pharma-Bio Serv, Inc. ",OTCPK,PBSV,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Phreesia, Inc. ",NYSE,PHR,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"PPD, Inc. ",NasdaqGS,PPD,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"PRA Health Sciences, Inc. ",NasdaqGS,PRAH,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Pressure BioSciences, Inc. ",OTCPK,PBIO,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"PrimeCare Systems, Inc. ",OTCPK,PCYS,Heathcare Information and Technology,United States,United States,United States,Health Care,35
PureTech Health plc ,LSE,PRTC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Quanterix Corporation ,NasdaqGM,QTRX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Quick-Med Technologies, Inc. ",OTCPK,QMDT,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Rainbow Coral Corp. ,OTCPK,RBCC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Reflect Scientific, Inc. ",OTCPK,RSCF,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Repligen Corporation ,NasdaqGS,RGEN,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Response Genetics, Inc ",OTCPK,RGDX.Q,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Schrödinger, Inc. ",NasdaqGS,SDGR,Heathcare Information and Technology,United States,United States,United States,Health Care,35
SCWorx Corp. ,NasdaqCM,WORX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Seer, Inc. ",NasdaqGS,SEER,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Simulations Plus, Inc. ",NasdaqCM,SLP,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Sotera Health Company ,NasdaqGS,SHC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Streamline Health Solutions, Inc. ",NasdaqCM,STRM,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Synaptogenix ,OTCPK,SNPX,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Syneos Health, Inc. ",NasdaqGS,SYNH,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Tabula Rasa HealthCare, Inc. ",NasdaqGM,TRHC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Teladoc Health, Inc. ",NYSE,TDOC,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Thermo Fisher Scientific Inc. ,NYSE,TMO,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"UA Multimedia, Inc. ",OTCPK,UAMM,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Veeva Systems Inc. ,NYSE,VEEV,Heathcare Information and Technology,United States,United States,United States,Health Care,35
VisualMED Clinical Solutions Corp. ,OTCPK,VMCS,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Vocera Communications, Inc. ",NYSE,VCRA,Heathcare Information and Technology,United States,United States,United States,Health Care,35
Waters Corporation ,NYSE,WAT,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Wellness Matrix Group, Inc. ",OTCPK,WMGR,Heathcare Information and Technology,United States,United States,United States,Health Care,35
"Beazer Homes USA, Inc. ",NYSE,BZH,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"Cavco Industries, Inc. ",NasdaqGS,CVCO,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"Century Communities, Inc. ",NYSE,CCS,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"Comstock Holding Companies, Inc. ",NasdaqCM,CHCI,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"D.R. Horton, Inc. ",NYSE,DHI,Homebuilding,United States,United States,United States,Consumer Discretionary,25
Deer Valley Corporation ,OTCPK,DVLY,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"Green Brick Partners, Inc. ",NasdaqCM,GRBK,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"Harbor Custom Development, Inc. ",NasdaqCM,HCDI,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"Hovnanian Enterprises, Inc. ",NYSE,HOV,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"Installed Building Products, Inc. ",NYSE,IBP,Homebuilding,United States,United States,United States,Consumer Discretionary,25
KB Home ,NYSE,KBH,Homebuilding,United States,United States,United States,Consumer Discretionary,25
Legacy Housing Corporation ,NasdaqGS,LEGH,Homebuilding,United States,United States,United States,Consumer Discretionary,25
Lennar Corporation ,NYSE,LEN,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"LGI Homes, Inc. ",NasdaqGS,LGIH,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"M.D.C. Holdings, Inc. ",NYSE,MDC,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"M/I Homes, Inc. ",NYSE,MHO,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"MedX Holdings, Inc. ",OTCPK,MEDH,Homebuilding,United States,United States,United States,Consumer Discretionary,25
Meritage Homes Corporation ,NYSE,MTH,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"Nobility Homes, Inc. ",OTCPK,NOBH,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"NVR, Inc. ",NYSE,NVR,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"PulteGroup, Inc. ",NYSE,PHM,Homebuilding,United States,United States,United States,Consumer Discretionary,25
Skyline Champion Corporation ,NYSE,SKY,Homebuilding,United States,United States,United States,Consumer Discretionary,25
"SouthCorp Capital, Inc. ",OTCPK,STHC,Homebuilding,United States,United States,United States,Consumer Discretionary,25
