Company Name,Exchange,Ticker,Industry Group,Country,Broad Group,Sub Group
"Learning Tree International, Inc. ",OTCPK,LTRE,Education,United States,United States,United States
"Legacy Education Alliance, Inc. ",OTCPK,LEAI,Education,United States,United States,United States
Lincoln Educational Services Corporation ,NasdaqGS,LINC,Education,United States,United States,United States
"Mountain Top Properties, Inc. ",OTCPK,MTPP,Education,United States,United States,United States
"Multi-Media Tutorial Services, Inc. ",OTCPK,MMTS,Education,United States,United States,United States
"National American University Holdings, Inc. ",OTCPK,NAUH,Education,United States,United States,United States
"PCS Edventures!.com, Inc. ",OTCPK,PCSV,Education,United States,United States,United States
Perdoceo Education Corporation ,NasdaqGS,PRDO,Education,United States,United States,United States
ProBility Media Corporation ,OTCPK,PBYA,Education,United States,United States,United States
"ProVision Operation Systems, Inc. ",OTCPK,PVNO,Education,United States,United States,United States
"School Specialty, Inc. ",OTCPK,SCOO,Education,United States,United States,United States
"Sibling Group Holdings, Inc. ",OTCPK,SIBE,Education,United States,United States,United States
"Strategic Education, Inc. ",NasdaqGS,STRA,Education,United States,United States,United States
"Stride, Inc. ",NYSE,LRN,Education,United States,United States,United States
Tigrent Inc. ,OTCPK,TIGE,Education,United States,United States,United States
"Universal Technical Institute, Inc. ",NYSE,UTI,Education,United States,United States,United States
"Videolocity International, Inc. ",OTCPK,VCTY,Education,United States,United States,United States
"White Fox Ventures, Inc. ",OTCPK,AWAW,Education,United States,United States,United States
Zovio Inc ,NasdaqGS,ZVO,Education,United States,United States,United States
"Acuity Brands, Inc. ",NYSE,AYI,Electrical Equipment,United States,United States,United States
"Acuity Brands, Inc. ",NYSE,AYI,Electrical Equipment,United States,United States,United States
Allied Motion Technologies Inc. ,NasdaqGM,AMOT,Electrical Equipment,United States,United States,United States
alpha-En Corporation ,OTCPK,ALPE,Electrical Equipment,United States,United States,United States
American Superconductor Corporation ,NasdaqGS,AMSC,Electrical Equipment,United States,United States,United States
"AMETEK, Inc. ",NYSE,AME,Electrical Equipment,United States,United States,United States
"Arista Power, Inc. ",OTCPK,ASPW,Electrical Equipment,United States,United States,United States
"Array Technologies, Inc. ",NasdaqGM,ARRY,Electrical Equipment,United States,United States,United States
Atkore International Group Inc. ,NYSE,ATKR,Electrical Equipment,United States,United States,United States
"Aura Systems, Inc. ",OTCPK,AUSI,Electrical Equipment,United States,United States,United States
"Axion Power International, Inc. ",OTCPK,AXPW.Q,Electrical Equipment,United States,United States,United States
"Axion Power International, Inc. ",OTCPK,AXPW.Q,Electrical Equipment,United States,United States,United States
"Axis Technologies Group, Inc. ",OTCPK,AXTG,Electrical Equipment,United States,United States,United States
AZZ Inc. ,NYSE,AZZ,Electrical Equipment,United States,United States,United States
"Babcock & Wilcox Enterprises, Inc. ",NYSE,BW,Electrical Equipment,United States,United States,United States
"Bakken Water Transfer Services, Inc. ",OTCPK,BWTX,Electrical Equipment,United States,United States,United States
Beam Global ,NasdaqCM,BEEM,Electrical Equipment,United States,United States,United States
"BioCube, Inc. ",OTCPK,BICB,Electrical Equipment,United States,United States,United States
Bloom Energy Corporation ,NYSE,BE,Electrical Equipment,United States,United States,United States
"Brite-Strike Tactical Illumination Products, Inc. ",OTCPK,BSTK,Electrical Equipment,United States,United States,United States
"Broadwind, Inc. ",NasdaqCM,BWEN,Electrical Equipment,United States,United States,United States
"Capstone Companies, Inc. ",OTCPK,CAPC,Electrical Equipment,United States,United States,United States
Capstone Turbine Corporation ,NasdaqCM,CPST,Electrical Equipment,United States,United States,United States
"China Carbon Graphite Group, Inc. ",OTCPK,CHGI,Electrical Equipment,United States,United States,United States
"Clean Energy Technologies, Inc. ",OTCPK,CETY,Electrical Equipment,United States,United States,United States
"Critical Solutions, Inc. ",OTCPK,CSLI,Electrical Equipment,United States,United States,United States
Crosswind Renewable Energy Corp. ,OTCPK,CWNR,Electrical Equipment,United States,United States,United States
Curtis Mathes Corporation ,OTCPK,TLED,Electrical Equipment,United States,United States,United States
Cyberlux Corporation ,OTCPK,CYBL,Electrical Equipment,United States,United States,United States
"CyberPower Systems, Inc. ",TSEC,3617,Electrical Equipment,United States,United States,United States
"Cyclone Power Technologies, Inc. ",OTCPK,CYPW,Electrical Equipment,United States,United States,United States
"DPW Holdings, Inc. ",AMEX,DPW,Electrical Equipment,United States,United States,United States
EcoloCap Solutions Inc. ,OTCPK,ECOS,Electrical Equipment,United States,United States,United States
Emerson Electric Co. ,NYSE,EMR,Electrical Equipment,United States,United States,United States
Enable IPC Corporation ,OTCPK,EIPC,Electrical Equipment,United States,United States,United States
Encore Wire Corporation ,NasdaqGS,WIRE,Electrical Equipment,United States,United States,United States
"Ener-Core, Inc. ",OTCPK,ENCR,Electrical Equipment,United States,United States,United States
Energous Corporation ,NasdaqCM,WATT,Electrical Equipment,United States,United States,United States
"Energy Focus, Inc. ",NasdaqCM,EFOI,Electrical Equipment,United States,United States,United States
EnerSys ,NYSE,ENS,Electrical Equipment,United States,United States,United States
"EnSync, Inc. ",OTCPK,ESNC,Electrical Equipment,United States,United States,United States
"Eos Energy Enterprises, Inc. ",NasdaqCM,EOSE,Electrical Equipment,United States,United States,United States
Espey Mfg. & Electronics Corp. ,AMEX,ESP,Electrical Equipment,United States,United States,United States
ExeLED Holdings Inc. ,OTCPK,ELED,Electrical Equipment,United States,United States,United States
"Flux Power Holdings, Inc. ",NasdaqCM,FLUX,Electrical Equipment,United States,United States,United States
"Fourth Wave Energy, Inc. ",OTCPK,FWAV,Electrical Equipment,United States,United States,United States
"FuelCell Energy, Inc. ",NasdaqGM,FCEL,Electrical Equipment,United States,United States,United States
Generac Holdings Inc. ,NYSE,GNRC,Electrical Equipment,United States,United States,United States
"Generation Alpha, Inc. ",OTCPK,GNAL,Electrical Equipment,United States,United States,United States
Global Poletrusion Group Corp ,OTCPK,GPGC,Electrical Equipment,United States,United States,United States
"Global Warming Solutions, Inc. ",OTCPK,GWSO,Electrical Equipment,United States,United States,United States
GrafTech International Ltd. ,NYSE,EAF,Electrical Equipment,United States,United States,United States
Green Stream Holdings Inc. ,OTCPK,GSFI,Electrical Equipment,United States,United States,United States
"Helix Wind, Corp. ",OTCPK,HLXW,Electrical Equipment,United States,United States,United States
Hoku Corporation ,OTCPK,HOKU.Q,Electrical Equipment,United States,United States,United States
Hubbell Incorporated ,NYSE,HUBB,Electrical Equipment,United States,United States,United States
"Hydrogenetics, Inc. ",OTCPK,HYGN,Electrical Equipment,United States,United States,United States
Ideal Power Inc. ,NasdaqCM,IPWR,Electrical Equipment,United States,United States,United States
"KULR Technology Group, Inc. ",OTCPK,KULR,Electrical Equipment,United States,United States,United States
"Laser Energetics, Inc. ",OTCPK,LNGT,Electrical Equipment,United States,United States,United States
"Legends Business Group, Inc. ",OTCPK,LGBS,Electrical Equipment,United States,United States,United States
Lighting Science Group Corporation ,OTCPK,LSCG,Electrical Equipment,United States,United States,United States
Lithium Technology Corporation ,OTCPK,LTHU.Q,Electrical Equipment,United States,United States,United States
LSI Industries Inc. ,NasdaqGS,LYTS,Electrical Equipment,United States,United States,United States
"Mass Megawatts Wind Power, Inc. ",OTCPK,MMMW,Electrical Equipment,United States,United States,United States
"Millennium Cell, Inc. ",OTCPK,MCEL.Q,Electrical Equipment,United States,United States,United States
"mPhase Technologies, Inc. ",OTCPK,XDSL,Electrical Equipment,United States,United States,United States
NexGen Holdings Corp. ,OTCPK,XGEN,Electrical Equipment,United States,United States,United States
"Ocean Power Technologies, Inc. ",NasdaqCM,OPTT,Electrical Equipment,United States,United States,United States
Orbit International Corp. ,OTCPK,ORBT,Electrical Equipment,United States,United States,United States
"Orion Energy Systems, Inc. ",NasdaqCM,OESX,Electrical Equipment,United States,United States,United States
Oryx Technology Corp. ,OTCPK,ORYX,Electrical Equipment,United States,United States,United States
Out Front Companies Inc. ,OTCPK,OTFT,Electrical Equipment,United States,United States,United States
Ozop Surgical Corp. ,OTCPK,OZSC,Electrical Equipment,United States,United States,United States
"Pioneer Power Solutions, Inc. ",NasdaqCM,PPSI,Electrical Equipment,United States,United States,United States
"PlasmaTech, Inc. ",OTCPK,PMAH,Electrical Equipment,United States,United States,United States
Plug Power Inc. ,NasdaqCM,PLUG,Electrical Equipment,United States,United States,United States
"Polar Power, Inc. ",NasdaqCM,POLA,Electrical Equipment,United States,United States,United States
"Powell Industries, Inc. ",NasdaqGS,POWL,Electrical Equipment,United States,United States,United States
"Power Solutions International, Inc. ",OTCPK,PSIX,Electrical Equipment,United States,United States,United States
"Powerstorm Holdings, Inc. ",OTCPK,PSTO,Electrical Equipment,United States,United States,United States
"PowerVerde, Inc. ",OTCPK,PWVI,Electrical Equipment,United States,United States,United States
Powin Energy Corporation ,OTCPK,PWON,Electrical Equipment,United States,United States,United States
Preformed Line Products Company ,NasdaqGS,PLPC,Electrical Equipment,United States,United States,United States
"Premier Power Renewable Energy, Inc. ",OTCPK,PPRW,Electrical Equipment,United States,United States,United States
PureRay Corporation ,OTCPK,PURY,Electrical Equipment,United States,United States,United States
"Real Goods Solar, Inc. ",OTCPK,RGSE.Q,Electrical Equipment,United States,United States,United States
Regal Beloit Corporation ,NYSE,RBC,Electrical Equipment,United States,United States,United States
"Renewable Energy and Power, Inc. ",OTCPK,RBNW,Electrical Equipment,United States,United States,United States
"Renewal Fuels, Inc. ",OTCPK,RNWF,Electrical Equipment,United States,United States,United States
"Rockwell Automation, Inc. ",NYSE,ROK,Electrical Equipment,United States,United States,United States
"Romeo Power, Inc. ",NYSE,RMO,Electrical Equipment,United States,United States,United States
"Sauer Energy, Inc. ",OTCPK,SENY,Electrical Equipment,United States,United States,United States
"Sector 10, Inc. ",OTCPK,SECI,Electrical Equipment,United States,United States,United States
Sensata Technologies Holding plc ,NYSE,ST,Electrical Equipment,United States,United States,United States
"Servotronics, Inc. ",AMEX,SVT,Electrical Equipment,United States,United States,United States
"Sipp Industries, Inc. ",OTCPK,SIPC,Electrical Equipment,United States,United States,United States
"Solar Energy Initiatives, Inc. ",OTCPK,SNRY,Electrical Equipment,United States,United States,United States
Solar Integrated Roofing Corporation ,OTCPK,SIRC,Electrical Equipment,United States,United States,United States
"Spectacular Solar, Inc. ",OTCPK,SPSO,Electrical Equipment,United States,United States,United States
Sunrun Inc. ,NasdaqGS,RUN,Electrical Equipment,United States,United States,United States
"Sunworks, Inc. ",NasdaqCM,SUNW,Electrical Equipment,United States,United States,United States
Tarsier Ltd. ,OTCPK,TAER,Electrical Equipment,United States,United States,United States
"Terminus Energy, Inc. ",OTCPK,TMGY,Electrical Equipment,United States,United States,United States
The Coretec Group Inc. ,OTCPK,CRTG,Electrical Equipment,United States,United States,United States
The Dewey Electronics Corporation ,OTCPK,DEWY,Electrical Equipment,United States,United States,United States
"Thermon Group Holdings, Inc. ",NYSE,THR,Electrical Equipment,United States,United States,United States
"TNR Technical, Inc. ",OTCPK,TNRK,Electrical Equipment,United States,United States,United States
"TPI Composites, Inc. ",NasdaqGM,TPIC,Electrical Equipment,United States,United States,United States
"Trendsetter Solar Products, Inc. ",OTCPK,TSSP,Electrical Equipment,United States,United States,United States
"Trulite, Inc. ",OTCPK,TRUL,Electrical Equipment,United States,United States,United States
Ultralife Corporation ,NasdaqGM,ULBI,Electrical Equipment,United States,United States,United States
"US Lighting Group, Inc. ",OTCPK,USLG,Electrical Equipment,United States,United States,United States
Vertiv Holdings Co. ,NYSE,VRT,Electrical Equipment,United States,United States,United States
Vicor Corporation ,NasdaqGS,VICR,Electrical Equipment,United States,United States,United States
Victor Mining Industry Group Inc. ,OTCPK,VMTG,Electrical Equipment,United States,United States,United States
"Viper Networks, Inc. ",OTCPK,VPER,Electrical Equipment,United States,United States,United States
Vision Hydrogen Corporation ,OTCPK,VIHD,Electrical Equipment,United States,United States,United States
Vortex Brands Co. ,OTCPK,VTXB,Electrical Equipment,United States,United States,United States
Vu1 Corporation ,OTCPK,VUOC,Electrical Equipment,United States,United States,United States
Xinliwang International Holdings Company Ltd. ,OTCPK,XLWH,Electrical Equipment,United States,United States,United States
"Znergy, Inc. ",OTCPK,ZNRG,Electrical Equipment,United States,United States,United States
"Advanced Powerline Technologies, Inc. ",OTCPK,APWL,Electronics (Consumer & Office),United States,United States,United States
Emerson Radio Corp. ,AMEX,MSN,Electronics (Consumer & Office),United States,United States,United States
"Exeo Entertainment, Inc. ",OTCPK,EXEO,Electronics (Consumer & Office),United States,United States,United States
"GoPro, Inc. ",NasdaqGS,GPRO,Electronics (Consumer & Office),United States,United States,United States
GTX Corp ,OTCPK,GTXO,Electronics (Consumer & Office),United States,United States,United States
iWallet Corporation ,OTCPK,IWAL,Electronics (Consumer & Office),United States,United States,United States
"Klegg Electronics, Inc. ",OTCPK,KLGG,Electronics (Consumer & Office),United States,United States,United States
Koss Corporation ,NasdaqCM,KOSS,Electronics (Consumer & Office),United States,United States,United States
"Life Clips, Inc. ",OTCPK,LCLP,Electronics (Consumer & Office),United States,United States,United States
"Location Based Technologies, Inc. ",OTCPK,LBAS,Electronics (Consumer & Office),United States,United States,United States
LOUD Technologies Inc. ,OTCPK,LTEC,Electronics (Consumer & Office),United States,United States,United States
"Mad Catz Interactive, Inc. ",OTCPK,MCZA.F,Electronics (Consumer & Office),United States,United States,United States
Nyxio Technologies Corporation ,OTCPK,NYXO,Electronics (Consumer & Office),United States,United States,United States
Rockford Corporation ,OTCPK,ROFO,Electronics (Consumer & Office),United States,United States,United States
"Sonos, Inc. ",NasdaqGS,SONO,Electronics (Consumer & Office),United States,United States,United States
The Guitammer Company ,OTCPK,GTMM,Electronics (Consumer & Office),United States,United States,United States
"The Singing Machine Company, Inc. ",OTCPK,SMDM,Electronics (Consumer & Office),United States,United States,United States
